id,year,platform,publisher,genre,na_sales,eu_sales,jp_sales,ot_sales,gb_sales
2952,1998,13,15,4,0.15,0.1,0.38,0.04,0.68
2953,2015,18,8,3,0.3,0.33,0,0.06,0.68
2954,2007,4,29,3,0.63,0.01,0,0.05,0.68
2955,2005,14,8,1,0.29,0.38,0,0.01,0.68
2956,2009,4,96,11,0.19,0.43,0,0.05,0.68
2957,2006,1,6,7,0.55,0.04,0.04,0.05,0.68
2958,2004,14,8,10,0.51,0.15,0,0.02,0.68
2959,2006,7,4,3,0.28,0.22,0.11,0.07,0.68
2960,2008,15,8,4,0,0.59,0,0.09,0.68
2961,2002,7,11,4,0.23,0.18,0.2,0.06,0.68
2962,2011,1,137,6,0.59,0.04,0,0.04,0.68
2963,2008,6,129,9,0.35,0.22,0.01,0.1,0.68
2964,2004,7,40,6,0.33,0.26,0,0.09,0.68
2965,2008,4,1,6,0.13,0.52,0,0.02,0.67
2966,2007,6,40,7,0.33,0.24,0,0.11,0.67
2967,2007,4,17,4,0.22,0.01,0.42,0.02,0.67
2968,2003,14,5,7,0.49,0.16,0,0.02,0.67
2969,2013,18,8,3,0.45,0.17,0,0.05,0.67
2970,2012,6,20,9,0.26,0.21,0.11,0.09,0.67
2971,2007,6,3,7,0.2,0.34,0,0.13,0.67
2972,1998,13,8,1,0.37,0.25,0,0.04,0.67
2973,2010,4,32,11,0.4,0.22,0,0.06,0.67
2974,1996,13,15,7,0.37,0.25,0,0.04,0.67
2975,2006,6,6,8,0.35,0.22,0,0.1,0.67
2976,2004,14,8,10,0.46,0.18,0,0.03,0.67
2977,2014,18,7,7,0.33,0.28,0,0.06,0.67
2978,2010,1,29,1,0.49,0.13,0,0.05,0.67
2979,2006,4,138,6,0,0,0.67,0,0.67
2980,1998,13,4,9,0.37,0.25,0,0.04,0.67
2981,2005,14,5,7,0.48,0.17,0,0.02,0.67
2982,2002,7,139,8,0.22,0.17,0.23,0.06,0.67
2983,2008,1,8,3,0.27,0.32,0,0.07,0.67
2984,2008,1,26,6,0,0,0.67,0,0.67
2985,2015,15,26,4,0.2,0.42,0,0.05,0.67
2986,2005,17,9,1,0.16,0.36,0,0.14,0.67
2987,2014,11,20,9,0.24,0.31,0.01,0.11,0.67
2988,2007,17,29,9,0.22,0.28,0,0.16,0.67
2989,2011,15,54,4,0.44,0.16,0,0.07,0.67
2990,1999,13,4,4,0.19,0.13,0.31,0.04,0.67
2991,2008,1,6,1,0,0.66,0,0.01,0.67
2992,2010,5,15,9,0.42,0.18,0.01,0.05,0.67
2993,2013,15,3,7,0.28,0.3,0,0.08,0.67
2994,2015,11,107,11,0.23,0.33,0,0.11,0.67
2995,2008,1,6,5,0.18,0.41,0,0.08,0.67
2996,2010,4,12,8,0.4,0.21,0.01,0.05,0.67
2997,2008,1,5,9,0.3,0.29,0.01,0.07,0.67
2998,2010,1,32,6,0.56,0.06,0,0.05,0.67
2999,2008,15,8,12,0.01,0.64,0,0.02,0.67
3000,2003,7,29,2,0.33,0.25,0,0.09,0.67
3001,2006,17,29,10,0.33,0.2,0,0.14,0.67
3002,2010,4,6,6,0,0.58,0,0.09,0.67
3003,1981,16,140,9,0.63,0.03,0,0.01,0.67
3004,2007,4,13,11,0.33,0.05,0.25,0.04,0.67
3005,2012,5,8,1,0.51,0.11,0,0.05,0.67
3006,2014,6,3,7,0.25,0.26,0.05,0.11,0.67
3007,2010,15,8,8,0.01,0.53,0,0.12,0.67
3008,2006,4,141,6,0,0,0.66,0,0.66
3009,1999,13,3,8,0.37,0.25,0,0.04,0.66
3010,2004,14,8,1,0.49,0.15,0,0.02,0.66
3011,2008,6,6,1,0.31,0.24,0.01,0.1,0.66
3012,2014,20,20,9,0.35,0.23,0.03,0.06,0.66
3013,2007,7,5,1,0.55,0.02,0,0.09,0.66
3014,2003,7,4,1,0.32,0.25,0,0.08,0.66
3015,2007,7,11,10,0.26,0.01,0.13,0.26,0.66
3016,1998,13,8,1,0.37,0.25,0,0.04,0.66
3017,2001,13,8,4,0.37,0.25,0,0.04,0.66
3018,2002,7,8,1,0.32,0.25,0,0.08,0.66
3019,2003,14,29,9,0.48,0.16,0,0.02,0.66
3020,2006,7,11,12,0.55,0.02,0,0.09,0.66
3021,2009,5,8,1,0.51,0.1,0,0.06,0.66
3022,2000,7,15,1,0,0,0.66,0,0.66
3023,2005,19,5,2,0.52,0.13,0,0.02,0.66
3024,2012,1,26,5,0,0,0.66,0,0.66
3025,2003,9,25,4,0,0,0.64,0.02,0.66
3026,2004,9,35,11,0.47,0.18,0,0.01,0.66
3027,2013,6,6,2,0.14,0.38,0,0.14,0.66
3028,2013,15,6,6,0.35,0.24,0,0.07,0.66
3029,2004,7,13,10,0.32,0.25,0,0.08,0.66
3030,1998,13,4,4,0.37,0.25,0,0.04,0.66
3031,2010,15,9,12,0.02,0.52,0,0.12,0.66
3032,2010,6,116,9,0.06,0.03,0.55,0.02,0.66
3033,2007,4,1,2,0.28,0.02,0.33,0.03,0.66
3034,2010,17,32,9,0.27,0.25,0,0.14,0.66
3035,2003,19,8,8,0.43,0.2,0,0.03,0.66
3036,2008,6,8,1,0.34,0.22,0,0.1,0.66
3037,1982,16,5,9,0.62,0.04,0,0.01,0.66
3038,2013,23,20,9,0.15,0.35,0,0.16,0.66
3039,2008,1,1,12,0.29,0.14,0.19,0.04,0.66
3040,2002,9,73,9,0.47,0.17,0,0.01,0.66
3041,2004,7,15,4,0.17,0.13,0.3,0.05,0.66
3042,2010,17,26,9,0.03,0,0.62,0,0.66
3043,2004,9,32,2,0.47,0.17,0,0.01,0.66
3044,1998,13,4,6,0.12,0.08,0.41,0.04,0.66
3045,2005,14,6,7,0.49,0.14,0,0.02,0.66
3046,2009,17,8,1,0.5,0.08,0,0.08,0.66
3047, PS2, PS3, Wii & PC Versions),2007,0.23,0.27,0,0.16,0.66
3048,2007,4,26,6,0,0,0.66,0,0.66
3049,2015,11,36,3,0.09,0.44,0.03,0.09,0.66
3050,2008,5,2,6,0.33,0.25,0,0.07,0.66
3051,1998,13,74,1,0.36,0.25,0,0.04,0.66
3052,2014,20,32,9,0.38,0.22,0,0.06,0.65
3053,2012,6,8,1,0.33,0.22,0,0.1,0.65
3054,2008,7,5,9,0.24,0,0,0.41,0.65
3055,2008,6,6,12,0.32,0.22,0.01,0.1,0.65
3056,2014,18,7,9,0.35,0.25,0,0.05,0.65
3057,2008,5,8,1,0.35,0.23,0,0.07,0.65
3058,2005,7,17,4,0.18,0.14,0.29,0.05,0.65
3059,2003,19,1,3,0.41,0.11,0.12,0.02,0.65
3060,2005,7,32,2,0.32,0.25,0,0.08,0.65
3061,2008,17,29,2,0.29,0.22,0,0.14,0.65
3062,2004,9,1,2,0.25,0.09,0.3,0.01,0.65
3063,2009,4,29,9,0.31,0.28,0,0.07,0.65
3064,2002,7,6,3,0.32,0.25,0,0.08,0.65
3065,2009,1,142,9,0.56,0.04,0,0.05,0.65
3066,2005,9,29,6,0.47,0.17,0,0.01,0.65
3067,1999,13,25,4,0.02,0.01,0.58,0.04,0.65
3068,2009,4,29,5,0.45,0.14,0,0.06,0.65
3069,2014,11,143,1,0.58,0,0,0.07,0.65
3070,2009,5,8,1,0.39,0.2,0,0.06,0.65
3071,2003,9,1,12,0.47,0.17,0,0.01,0.65
3072,2008,4,1,4,0.31,0.03,0.27,0.03,0.65
3073,1998,13,11,7,0.36,0.25,0,0.04,0.65
3074,2003,7,17,4,0.19,0.15,0.26,0.05,0.65
3075,2007,7,4,6,0,0.5,0,0.15,0.65
3076,1987,16,5,9,0.6,0.04,0,0.01,0.65
3077,2005,7,77,4,0.32,0.25,0,0.08,0.65
3078,2005,7,8,9,0.54,0.02,0,0.09,0.65
3079,2007,7,4,6,0,0.05,0,0.6,0.65
3080,2000,13,31,11,0.36,0.24,0,0.04,0.65
3081,2007,17,29,3,0.35,0.18,0,0.12,0.65
3082,2010,1,32,6,0.5,0.11,0,0.05,0.65
3083,2012,6,49,10,0.23,0.15,0.2,0.07,0.65
3084,2007,17,17,4,0.2,0.14,0.22,0.09,0.65
3085,2002,7,58,12,0,0,0.65,0,0.65
3086,2014,6,8,4,0.26,0.23,0.05,0.1,0.65
3087,2011,1,6,6,0.39,0.2,0,0.06,0.65
3088,2008,4,26,6,0,0,0.65,0,0.65
3089,2010,6,13,9,0.17,0.04,0.4,0.03,0.65
3090,2013,15,8,7,0.17,0.39,0,0.09,0.64
3091,2007,4,29,8,0.6,0,0,0.05,0.64
3092,2009,7,8,9,0.13,0.07,0,0.44,0.64
3093,2004,9,24,2,0.46,0.17,0,0.01,0.64
3094,2014,18,5,4,0.35,0.24,0,0.05,0.64
3095,2004,7,24,2,0.32,0.25,0,0.08,0.64
3096,2007,17,24,9,0.25,0.25,0,0.15,0.64
3097,2013,6,9,7,0.2,0.31,0,0.13,0.64
3098,2004,7,24,2,0.32,0.25,0,0.08,0.64
3099,2003,14,3,7,0.47,0.15,0,0.02,0.64
3100,2010,5,26,10,0.49,0.09,0.01,0.05,0.64
3101,2004,7,8,7,0.54,0.02,0,0.09,0.64
3102,2016,18,3,1,0.54,0.04,0,0.07,0.64
3103,2008,6,13,7,0.31,0.17,0.07,0.09,0.64
3104,2012,5,3,12,0.36,0.23,0,0.05,0.64
3105,2011,10,6,2,0.23,0.35,0,0.06,0.64
3106,2016,11,20,9,0.25,0.29,0,0.1,0.64
3107,2004,14,8,7,0.43,0.19,0,0.02,0.64
3108,2003,7,5,2,0.31,0.24,0,0.08,0.64
3109,2007,5,29,3,0.25,0.32,0,0.07,0.64
3110,2005,14,8,1,0.57,0.04,0,0.03,0.64
3111,2011,15,8,9,0.23,0.33,0,0.09,0.64
3112,2006,5,18,9,0.55,0.04,0,0.05,0.64
3113,1999,12,61,7,0.48,0.15,0,0.01,0.64
3114,1999,12,15,2,0.44,0.1,0.04,0.05,0.64
3115,1999,12,6,2,0.4,0.22,0,0.02,0.64
3116,2009,5,8,9,0.37,0.21,0,0.06,0.64
3117,2002,14,22,7,0.29,0.33,0,0.01,0.64
3118,2006,7,13,9,0.15,0.12,0.34,0.04,0.64
3119,2010,6,17,4,0.17,0.2,0.2,0.07,0.64
3120,2009,4,32,2,0.41,0.17,0,0.06,0.64
3121,2007,6,9,3,0.07,0.43,0,0.14,0.64
3122,2012,23,4,9,0.26,0.2,0.09,0.1,0.64
3123,2002,9,15,6,0.46,0.17,0,0.01,0.64
3124,2010,6,4,4,0.23,0.09,0.27,0.05,0.64
3125,2009,6,5,7,0.25,0.28,0,0.11,0.64
3126,2005,7,4,6,0.31,0.24,0,0.08,0.64
3127,2015,11,20,9,0.22,0.32,0,0.1,0.64
3128,2010,6,4,6,0.07,0.42,0,0.14,0.64
3129,1998,12,1,3,0.59,0.04,0,0.01,0.64
3130,2000,12,8,1,0.6,0.03,0,0.01,0.64
3131,2007,6,8,1,0.56,0.02,0.01,0.05,0.64
3132,2013,5,5,7,0.46,0.12,0,0.05,0.64
3133,2007,1,1,3,0.2,0.26,0.11,0.06,0.64
3134,2008,1,13,9,0.45,0.1,0.04,0.05,0.64
3135,2004,7,5,2,0.31,0.24,0,0.08,0.64
3136,2014,6,20,9,0.2,0.33,0.01,0.1,0.64
3137,2009,1,6,6,0.59,0,0,0.04,0.64
3138,2010,1,6,7,0.36,0.21,0.01,0.06,0.63
3139,2005,7,5,4,0.53,0.02,0,0.09,0.63
3140,1997,13,4,9,0.35,0.24,0,0.04,0.63
3141,2009,7,4,6,0.08,0.12,0,0.44,0.63
3142,2014,5,6,6,0.41,0.16,0,0.06,0.63
3143,2013,6,36,3,0.01,0.45,0.03,0.15,0.63
3144,2007,5,29,3,0.22,0.34,0,0.07,0.63
3145,2001,14,5,1,0.41,0.19,0,0.03,0.63
3146,1999,13,8,12,0.35,0.24,0,0.04,0.63
3147,2002,14,8,1,0.2,0.4,0,0.04,0.63
3148,2009,5,11,9,0.43,0.14,0,0.06,0.63
3149,2005,7,8,3,0.53,0.02,0,0.09,0.63
3150,2006,6,5,1,0.3,0.23,0.01,0.1,0.63
3151,2004,9,6,8,0.45,0.17,0,0.01,0.63
3152,2011,6,32,9,0.3,0.23,0,0.09,0.63
3153,2009,6,5,6,0.28,0.24,0,0.1,0.63
3154,2008,17,9,9,0.46,0.09,0,0.09,0.63
3155,2012,10,26,6,0,0,0.63,0,0.63
3156,2009,4,8,9,0.21,0.35,0,0.07,0.63
3157,1998,12,5,2,0.49,0.13,0,0.01,0.63
3158,1991,8,15,2,0.32,0.05,0.25,0.01,0.63
3159,2010,1,5,6,0.49,0.09,0,0.04,0.63
3160,2012,10,5,9,0.38,0.2,0,0.05,0.63
3161,2008,5,9,9,0.38,0.19,0,0.06,0.63
3162,2007,1,5,1,0.58,0,0,0.05,0.63
3163,2003,7,26,10,0,0,0.63,0,0.63
3164,2011,6,6,6,0.33,0.21,0,0.09,0.63
3165,2010,4,5,7,0.54,0.05,0,0.04,0.63
3166,2015,11,4,9,0.23,0.29,0.01,0.1,0.63
3167,2002,7,4,2,0.12,0.09,0.38,0.03,0.63
3168,2009,1,1,7,0.43,0.05,0,0.14,0.63
3169,1982,16,144,9,0.58,0.04,0,0.01,0.63
3170, PS3, & PC Versions),2009,5,0.34,0.23,0,0.06,0.63
3171,2011,15,8,8,0.4,0.23,0,0,0.63
3172,2014,18,6,3,0.24,0.34,0,0.05,0.63
3173,2009,4,6,12,0.31,0.25,0,0.06,0.63
3174,2016,10,17,4,0,0,0.63,0,0.63
3175,2012,5,9,3,0.2,0.37,0,0.06,0.63
3176,2007,7,49,4,0.22,0.2,0.16,0.05,0.63
3177,2001,7,8,1,0.31,0.24,0,0.08,0.63
3178,2009,17,145,4,0.18,0.06,0.34,0.04,0.63
3179,1997,13,55,4,0,0,0.59,0.04,0.63
3180,2011,5,8,1,0.4,0.17,0,0.05,0.63
3181,2006,7,13,9,0.11,0.03,0.15,0.34,0.63
3182,2000,13,8,1,0.35,0.24,0,0.04,0.63
3183,2009,1,29,8,0.41,0.16,0,0.05,0.63
3184,2015,18,20,9,0.35,0.22,0,0.06,0.63
3185,2009,6,7,7,0.22,0.27,0.01,0.11,0.63
3186,2009,4,8,3,0.26,0.29,0,0.07,0.63
3187,2000,13,5,2,0.35,0.24,0,0.04,0.63
3188,2002,19,26,6,0.48,0.13,0,0.02,0.63
3189,1993,8,49,12,0.3,0,0.32,0,0.62
3190,1995,24,9,7,0,0,0.62,0,0.62
3191,2005,14,5,1,0.4,0.2,0,0.03,0.62
3192,1996,13,31,10,0.35,0.24,0,0.04,0.62
3193,2010,5,6,9,0.3,0.26,0,0.06,0.62
3194,2010,6,9,7,0.21,0.22,0.11,0.09,0.62
3195,2002,7,6,4,0.16,0.13,0.29,0.04,0.62
3196,1997,13,4,1,0.35,0.24,0,0.04,0.62
3197,2009,6,42,4,0.22,0.23,0.08,0.09,0.62
3198,2006,19,8,1,0.48,0.13,0,0.02,0.62
3199,2014,15,6,7,0.15,0.42,0,0.05,0.62
3200,1982,16,11,7,0.58,0.03,0,0.01,0.62
3201,2003,14,8,1,0.47,0.13,0,0.02,0.62
3202,2011,10,32,9,0.29,0.28,0,0.06,0.62
3203,2014,6,15,1,0.1,0.23,0.22,0.08,0.62
3204,2015,18,3,7,0.36,0.2,0,0.06,0.62
3205,2004,7,29,2,0.3,0.24,0,0.08,0.62
3206,2013,6,42,9,0.26,0.2,0.07,0.09,0.62
3207,2011,6,116,9,0,0.04,0.57,0.01,0.62
3208,2008,4,32,11,0.35,0.21,0,0.06,0.62
3209,2003,19,13,9,0.38,0.1,0.12,0.02,0.62
3210,2004,9,8,8,0.37,0.22,0,0.03,0.62
3211,1999,12,8,3,0.4,0.2,0,0.02,0.62
3212,2012,23,8,1,0.17,0.34,0.02,0.09,0.62
3213,2000,13,22,2,0.34,0.23,0,0.04,0.62
3214,2010,4,5,6,0.58,0,0,0.04,0.62
3215,2004,7,98,1,0.3,0.24,0,0.08,0.62
3216,2007,1,29,9,0.57,0.01,0,0.04,0.62
3217,2014,6,15,9,0.14,0.14,0.27,0.06,0.62
3218,1982,16,146,9,0.58,0.03,0,0.01,0.62
3219,2011,6,26,10,0.27,0.18,0.09,0.08,0.62
3220,2009,17,29,10,0.25,0.23,0,0.14,0.62
3221,1999,13,51,1,0.21,0.14,0.23,0.04,0.62
3222,2004,7,22,3,0.3,0.24,0,0.08,0.62
3223,1995,3,1,5,0,0,0.62,0,0.62
3224,2003,19,26,6,0.48,0.12,0,0.02,0.62
3225,2014,11,6,6,0.34,0.17,0,0.11,0.62
3226,1996,24,9,10,0,0,0.62,0,0.62
3227,1996,8,10,4,0,0,0.62,0,0.62
3228,2008,5,29,2,0.29,0.26,0,0.07,0.62
3229,1998,15,22,9,0.59,0.03,0,0,0.62
3230,2012,10,26,11,0,0,0.62,0,0.62
3231,2011,4,17,4,0,0,0.62,0,0.62
3232,1998,12,31,1,0.59,0.02,0,0,0.62
3233,2001,13,58,12,0,0,0.58,0.04,0.62
3234,2006,6,4,3,0,0.57,0.04,0,0.61
3235,2009,1,71,4,0.33,0.13,0.11,0.04,0.61
3236,2008,6,3,1,0.56,0,0,0.05,0.61
3237,2008,7,4,6,0,0.04,0,0.57,0.61
3238,2015,11,8,1,0.35,0.15,0,0.11,0.61
3239,2014,11,8,7,0.21,0.29,0.01,0.11,0.61
3240,2002,14,2,1,0.46,0.13,0,0.02,0.61
3241,2006,7,49,9,0.02,0.02,0.57,0.01,0.61
3242,2013,6,49,9,0.12,0.11,0.34,0.05,0.61
3243,2010,1,32,6,0.39,0.18,0,0.05,0.61
3244,2005,9,29,6,0.44,0.16,0,0.01,0.61
3245,2002,7,73,7,0.3,0.23,0,0.08,0.61
3246,2004,9,65,2,0.44,0.16,0,0.01,0.61
3247,2010,1,3,6,0.35,0.21,0,0.05,0.61
3248,2009,5,5,1,0.46,0.1,0,0.05,0.61
3249,2013,20,6,6,0.33,0.23,0,0.05,0.61
3250,2011,10,12,8,0.5,0.07,0,0.04,0.61
3251,2004,9,35,6,0.44,0.16,0,0.01,0.61
3252,2003,7,26,7,0.3,0.23,0,0.08,0.61
3253,2010,1,5,1,0.58,0,0,0.03,0.61
3254,2007,4,1,6,0,0,0.61,0,0.61
3255,2010,5,15,1,0.09,0.44,0,0.07,0.61
3256,2008,1,1,2,0.24,0.17,0.14,0.05,0.61
3257,1998,13,8,2,0.34,0.23,0,0.04,0.61
3258,2011,6,9,7,0.09,0.07,0.42,0.03,0.61
3259,2008,4,8,8,0.31,0.24,0,0.06,0.61
3260,2005,14,8,7,0.37,0.21,0,0.03,0.61
3261,1997,13,14,7,0.34,0.23,0,0.04,0.61
3262,2010,1,26,6,0.47,0.09,0.01,0.04,0.61
3263,2009,17,4,2,0.18,0.27,0,0.15,0.61
3264,2008,5,7,1,0.56,0,0,0.05,0.61
3265,2007,4,8,8,0.33,0.03,0.21,0.03,0.61
3266,2009,5,130,1,0.56,0,0,0.05,0.61
3267,2008,4,6,8,0.56,0,0,0.05,0.61
3268,2010,5,32,3,0.32,0.23,0,0.06,0.61
3269,2005,9,1,4,0.27,0.1,0.22,0.01,0.61
3270,2002,9,8,1,0.44,0.16,0,0.01,0.61
3271,1999,13,22,9,0.34,0.23,0,0.04,0.61
3272,2005,9,8,9,0.44,0.16,0,0.01,0.61
3273,2004,9,11,9,0.44,0.16,0,0.01,0.61
3274,2001,19,8,1,0.47,0.12,0,0.02,0.61
3275,2009,1,5,6,0.33,0.21,0,0.06,0.61
3276,2008,1,32,6,0.37,0.16,0.01,0.06,0.61
3277,2001,9,5,9,0.43,0.16,0,0.01,0.61
3278,1999,12,8,1,0.58,0.02,0,0,0.61
3279, PS2, PS3, Wii & PC Versions),2007,0.51,0.05,0,0.05,0.61
3280,2002,9,1,6,0.43,0.16,0,0.01,0.61
3281,2008,4,8,8,0.34,0.2,0,0.06,0.61
3282,2003,7,11,10,0.5,0.02,0,0.08,0.61
3283,2010,5,6,10,0.31,0.24,0,0.06,0.61
3284,2009,5,6,7,0.3,0.24,0,0.06,0.61
3285,2009,1,1,12,0.11,0.14,0.33,0.02,0.6
3286,2003,9,5,1,0.43,0.16,0,0.01,0.6
3287,2011,23,4,1,0.19,0.11,0.25,0.06,0.6
3288,2004,9,35,3,0.43,0.16,0,0.01,0.6
3289,2005,7,9,2,0.5,0.02,0,0.08,0.6
3290,2001,19,1,3,0.4,0.1,0.09,0.02,0.6
3291,2003,7,22,10,0.3,0.23,0,0.08,0.6
3292,2005,14,8,10,0.42,0.16,0,0.02,0.6
3293,2010,17,13,4,0,0,0.6,0,0.6
3294,2007,4,9,9,0.28,0.25,0,0.06,0.6
3295,2007,7,3,1,0.5,0.02,0,0.08,0.6
3296,2011,1,32,9,0.36,0.19,0,0.05,0.6
3297,2013,20,32,9,0.33,0.22,0,0.05,0.6
3298,2009,4,1,6,0.18,0.19,0.2,0.04,0.6
3299,2009,6,5,1,0.38,0.15,0,0.08,0.6
3300,2015,10,20,9,0.31,0.22,0.03,0.05,0.6
3301,2011,6,8,11,0.22,0.25,0.04,0.09,0.6
3302,2014,11,20,9,0.12,0.37,0,0.1,0.6
3303,1995,13,15,4,0.21,0.14,0.21,0.04,0.6
3304,2009,7,4,2,0.13,0.18,0,0.29,0.6
3305,2001,7,6,3,0.29,0.23,0,0.08,0.6
3306,2009,17,6,9,0.22,0.24,0,0.14,0.6
3307,2006,7,29,9,0.5,0.02,0,0.08,0.6
3308,1997,24,92,5,0,0,0.6,0,0.6
3309,2001,7,24,7,0.29,0.23,0,0.08,0.6
3310,2014,18,17,9,0.34,0.21,0,0.05,0.6
3311,2000,12,1,3,0.37,0.08,0.14,0.01,0.6
3312,1997,12,15,1,0.09,0.26,0.23,0.02,0.6
3313,2013,20,5,2,0.4,0.15,0,0.06,0.6
3314,2001,7,53,3,0.29,0.23,0,0.08,0.6
3315,2008,1,32,6,0.32,0.23,0,0.04,0.6
3316,2002,13,26,10,0,0,0.56,0.04,0.6
3317,1998,13,15,8,0,0,0.56,0.04,0.6
3318,2005,5,2,3,0.49,0.03,0.03,0.05,0.6
3319,2012,6,3,12,0.24,0.25,0,0.11,0.6
3320,2010,5,5,3,0.25,0.28,0,0.06,0.6
3321,1998,13,8,11,0.33,0.23,0,0.04,0.6
3322,2012,10,20,9,0.55,0.01,0,0.04,0.6
3323,1995,8,10,12,0,0,0.6,0,0.6
3324,2010,6,8,1,0.4,0.13,0,0.07,0.6
3325,2012,5,2,11,0.38,0.16,0,0.05,0.6
3326,2008,5,8,6,0.34,0.2,0,0.06,0.6
3327,2014,11,32,9,0.26,0.24,0,0.1,0.6
3328,2007,7,130,1,0.29,0.23,0,0.08,0.6
3329,2004,4,6,3,0.31,0.22,0,0.06,0.6
3330,2010,6,4,10,0.29,0.22,0,0.09,0.6
3331,2003,7,58,12,0,0,0.6,0,0.6
3332,2005,4,1,5,0.26,0,0.31,0.02,0.6
3333,2008,15,8,9,0,0.53,0,0.06,0.59
3334,2004,7,29,3,0.29,0.23,0,0.08,0.59
3335,2012,23,6,2,0.13,0.35,0,0.11,0.59
3336,2012,5,9,1,0.07,0.46,0,0.07,0.59
3337,2008,5,9,1,0.15,0.38,0,0.07,0.59
3338,2005,7,58,12,0,0,0.59,0,0.59
3339,2010,1,29,6,0.56,0,0,0.03,0.59
3340,1997,13,15,1,0,0,0.56,0.04,0.59
3341,2011,15,6,9,0.15,0.34,0,0.1,0.59
3342,1998,13,8,1,0.33,0.22,0,0.04,0.59
3343,2001,13,4,6,0.33,0.22,0,0.04,0.59
3344,2002,19,8,7,0.46,0.12,0,0.02,0.59
3345,2009,4,17,4,0.23,0.11,0.23,0.03,0.59
3346,2008,1,9,9,0.31,0.22,0,0.06,0.59
3347,2010,6,17,7,0.17,0.28,0.05,0.1,0.59
3348,2000,13,40,1,0.33,0.22,0,0.04,0.59
3349,2011,15,9,12,0.19,0.31,0,0.09,0.59
3350,1998,13,15,1,0,0,0.55,0.04,0.59
3351,2008,7,32,6,0.29,0.23,0,0.08,0.59
3352,2012,6,9,9,0,0,0.59,0,0.59
3353,2009,17,5,9,0.21,0.24,0,0.14,0.59
3354,1981,16,140,5,0.55,0.03,0,0.01,0.59
3355,2008,5,6,9,0.24,0.28,0,0.07,0.59
3356,2002,7,8,1,0.21,0.17,0.16,0.06,0.59
3357,2004,14,8,1,0.44,0.13,0,0.02,0.59
3358,2002,19,21,2,0.46,0.12,0,0.02,0.59
3359,1981,16,70,9,0.55,0.03,0,0.01,0.59
3360,2007,4,12,6,0.54,0,0,0.04,0.59
3361,2008,1,3,9,0.53,0.02,0,0.04,0.59
3362, PS2, PS3, Wii & PC Versions),2007,0.52,0.03,0,0.04,0.59
3363,1997,12,31,3,0.47,0.11,0,0.01,0.59
3364,1999,12,40,1,0.47,0.11,0,0.01,0.59
3365,2013,5,12,7,0.33,0.21,0,0.05,0.59
3366,2003,14,2,1,0.36,0.08,0.14,0.02,0.59
3367,2004,7,26,4,0,0,0.59,0,0.59
3368,2012,5,26,10,0.39,0.14,0.02,0.04,0.59
3369,2011,6,8,1,0.36,0.16,0,0.07,0.59
3370,2015,6,26,4,0.05,0.09,0.42,0.03,0.59
3371,2010,7,15,9,0.13,0.22,0.01,0.23,0.59
3372,2008,1,8,1,0.51,0.04,0,0.05,0.59
3373,2010,5,20,6,0.36,0.18,0,0.05,0.59
3374,1999,13,4,9,0.33,0.22,0,0.04,0.59
3375,2008,5,6,9,0.18,0.34,0,0.07,0.59
3376,2004,7,13,2,0.29,0.22,0,0.08,0.59
3377,2007,17,17,4,0.39,0.02,0.13,0.04,0.59
3378,2015,11,26,4,0.2,0.22,0.08,0.08,0.59
3379,2008,17,102,9,0.35,0.14,0,0.1,0.59
3380,2011,15,17,7,0.25,0.25,0,0.09,0.59
3381,2010,6,12,1,0.28,0.21,0,0.09,0.59
3382,2003,9,6,8,0.34,0.13,0.11,0.01,0.59
3383,2003,7,11,1,0.29,0.22,0,0.07,0.59
3384,2009,4,8,1,0.14,0.37,0,0.07,0.59
3385,1994,8,1,1,0,0,0.59,0,0.59
3386,2012,6,7,7,0.26,0.22,0,0.1,0.59
3387,2003,7,13,9,0.22,0.17,0.14,0.06,0.58
3388,2008,1,3,9,0.15,0.37,0,0.07,0.58
3389,2007,1,6,8,0.53,0.01,0,0.04,0.58
3390,2008,7,29,9,0.29,0.22,0,0.07,0.58
3391,2009,1,9,7,0.29,0.23,0,0.06,0.58
3392,2015,20,6,6,0.28,0.25,0,0.05,0.58
3393,1995,13,15,8,0,0,0.55,0.04,0.58
3394,1997,13,8,4,0.29,0.19,0.07,0.04,0.58
3395,2010,1,5,1,0.53,0.02,0,0.04,0.58
3396,2014,11,8,1,0.3,0.18,0,0.1,0.58
3397,1982,16,46,5,0.55,0.03,0,0.01,0.58
3398,2005,7,17,4,0.06,0.04,0.47,0.01,0.58
3399,2004,7,8,4,0.49,0.02,0,0.08,0.58
3400,2008,4,71,8,0.35,0.03,0.17,0.03,0.58
3401,2009,1,8,6,0.21,0.31,0,0.07,0.58
3402,2008,1,24,2,0.35,0.18,0,0.05,0.58
3403,2009,15,8,8,0.02,0.18,0,0.39,0.58
3404,2014,18,2,1,0.3,0.22,0.02,0.04,0.58
3405,2011,1,6,2,0.23,0.29,0,0.07,0.58
3406,2015,18,3,1,0.31,0.22,0,0.05,0.58
3407,2014,15,8,7,0.21,0.3,0,0.07,0.58
3408,2008,6,8,1,0.54,0,0,0.04,0.58
3409,2009,5,6,9,0.31,0.19,0.02,0.06,0.58
3410,2000,13,29,1,0.32,0.22,0,0.04,0.58
3411,2013,10,32,2,0.27,0.26,0,0.05,0.58
3412,2003,7,11,9,0.28,0.22,0,0.07,0.58
3413, PS3, & PC Versions),2010,5,0.37,0.15,0,0.05,0.58
