id,name,year,platform,publisher,genre
9098,Rogue Warrior,2009,6,7,7
9099,Singstar: Ultimate Party,2014,6,16,6
9100,The X-Factor,2010,6,42,6
9101,Fear Factor: Unleashed,2004,9,318,9
9102,Avatar: The Last Airbender - The Burning Earth,2007,5,29,9
9103,Vampire Moon: The Mystery of the Hidden Sun,2010,4,89,11
9104,Paws & Claws: Pet Vet 2,2007,4,29,8
9105,G.I. Joe: The Rise of Cobra,2009,4,8,9
9106,Football Manager 2014,2013,23,9,1
9107,BIT.TRIP SAGA,2011,10,71,6
9108,Touch My Katamari,2011,23,26,5
9109,MotoGP '06,2006,5,29,3
9110,Houshinengi,1998,13,49,12
9111,7th Dragon,2009,4,9,4
9112,Pet Pals: Animal Doctor,2008,1,259,8
9113,LEGO Island Xtreme Stunts,2002,9,133,3
9114,Cruise Ship Vacation Games,2009,1,191,5
9115,Yu-Gi-Oh! GX: Tag Force,2006,17,15,12
9116,Gourmet Chef: Cook Your Way to Fame,2008,4,6,6
9117,Learn Math,2009,4,319,5
9118,Nitrobike,2008,1,6,3
9119,Magnetica,2006,4,1,5
9120,World Soccer Winning Eleven 9 Bonus Pack,2006,7,15,1
9121,UEFA Euro 2004: Portugal,2004,7,8,1
9122,Hot Wheels: World Race,2003,9,29,3
9123,MLB 14: The Show,2014,23,143,1
9124,Dragon Age Origins: Awakening,2010,15,8,4
9125,Scene It? Bright Lights! Big Screen!,2009,5,20,6
9126,NBA Jam,2003,14,31,1
9127,Shining Resonance,2014,6,9,4
9128,World Tour Soccer 2002,2001,7,4,1
9129,Interactive Sampler Disc 6,1997,13,4,6
9130,Let's Play Ballerina,2010,4,42,1
9131,Wild Earth: African Safari,2008,1,35,8
9132,Apex,2003,14,11,3
9133,Kamen Rider Battle: Ganbaride,2010,4,26,12
9134,Tomb Raider: The Prophecy,2002,9,6,9
9135,Vampire Night,2001,7,4,7
9136,Kororinpa: Marble Mania,2006,1,1,5
9137,Open Season,2006,4,6,2
9138,Guilty Gear,1998,13,19,10
9139,Battlefield: Hardline,2015,15,8,7
9140,Game Party: Champions,2012,20,20,9
9141,Divinity II: The Dragon Knight Saga,2010,5,81,4
9142,World Championship Poker 2: Featuring Howard Lederer,2005,17,12,6
9143,Mary-Kate and Ashley: Crush Course,2001,13,31,9
9144,NHL Breakaway 98,1996,13,31,1
9145,Top Shot Arcade,2011,1,5,7
9146,Imagine: Fashion Stylist,2010,4,6,8
9147,Pro Evolution Soccer 2015,2014,18,15,1
9148,Red Orchestra 2: Heroes of Stalingrad,2011,15,320,7
9149,Tiger Woods PGA Tour 2005,2004,19,8,1
9150,Deepak Chopra's Leela,2011,1,29,6
9151,Tom Clancy's Ghost Recon,2010,1,6,7
9152,007: Quantum of Solace,2008,4,5,9
9153,Salt Lake 2002,2002,7,22,1
9154,ESPN MLB Baseball,2004,14,9,1
9155,NCIS,2011,1,6,11
9156,Little League World Series Baseball 2009,2009,4,5,1
9157,Gladius,2003,14,5,12
9158,Legends of Wrestling,2002,14,31,10
9159,Queen's Gate: Spiral Chaos,2011,17,26,4
9160,Nayuta no Kiseki,2012,17,221,9
9161,Back At The Barnyard: Slop Bucket Games,2008,4,29,1
9162,Quick Yoga Training,2008,4,6,6
9163,Fashion Studio: Paris Collection,2009,4,6,6
9164,Legendary,2008,6,11,7
9165,Spy Hunter 2,2003,14,40,3
9166,Peppa Pig: Fun and Games,2010,1,6,6
9167,Backyard Soccer,2001,13,53,1
9168,Final Fantasy XI: Rise of the Zilart,2003,7,17,4
9169,James Bond 007: Nightfire,2003,9,8,7
9170,Nobunaga no Yabou: Tendou,2010,6,49,12
9171,Medalot 7,2012,10,138,9
9172,Bio FREAKS,1998,13,14,9
9173,Castlevania Chronicles,2001,13,15,2
9174,Suzumiya Haruhi no Tomadoi,2008,7,58,11
9175,MLB Power Pros 2008,2008,1,15,1
9176,NHL 2K8,2007,5,3,1
9177,Dokapon Kingdom,2008,1,321,4
9178,Bratz,2002,9,6,2
9179,Go Play: Circus Star,2009,1,35,9
9180,King Arthur,2004,7,15,9
9181,Winter Stars,2011,1,42,1
9182,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,2005,7,59,6
9183,The Guy Game,2004,7,214,6
9184,Rurouni Kenshin: Enjou! Kyoto Rinne,2006,7,58,9
9185,Blade II,2002,14,5,9
9186,Suikoden: Tsumugareshi Hyakunen no Toki,2012,17,15,4
9187,Baseball Advance,2002,9,9,1
9188,Shonen Jump's One Piece: Grand Battle,2005,7,11,10
9189,Retro Atari Classics,2005,4,11,6
9190,NHL 2K9,2008,6,3,1
9191,Pro Yaky? Spirits 6,2009,7,15,1
9192,Freddi Fish: ABC under the sea,2008,4,11,6
9193,5 Kingdoms,2009,4,87,5
9194,Shovel Knight,2015,10,322,2
9195,Hyperdimension Idol Neptunia PP,2013,23,26,6
9196,Paperboy / Rampage,2005,9,87,6
9197,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,2010,4,130,4
9198,Ben 10 Galactic Racing,2011,10,59,3
9199,Sentou Kokka Air Land Battle,1995,13,4,12
9200,NTRA Breeders' Cup World Thoroughbred Championships,2005,7,7,8
9201,Tak 2: The Staff of Dreams,2004,14,29,2
9202,Hulk Hogan's Main Event,2011,5,12,10
9203,Transformers: Devastation,2015,18,5,9
9204,Euro Truck Simulator 2,2012,15,323,9
9205,DmC: Devil May Cry,2015,18,13,9
9206,WipeOut 3 The Game,2012,20,5,9
9207,Ys: The Ark of Napishtim,2005,7,15,4
9208,Peter Jackson's King Kong: The Official Game of the Movie,2005,4,6,9
9209,Brain Assist,2007,4,9,6
9210,Azure Dreams,1997,13,15,4
9211,Rumble Roses XX,2006,5,15,10
9212,Space Camp,2009,1,5,9
9213,SingStar Latino,2007,7,4,6
9214,Bakugan: Battle Trainer,2010,4,5,9
9215,Phantom Brave: We Meet Again,2009,1,132,4
9216,Monster Rancher DS,2008,4,49,4
9217,Kurt Warner's Arena Football Unleashed,2000,13,40,1
9218,Suite PreCure: Melody Collection,2011,4,26,6
9219,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,2008,7,72,4
9220,NHL 2K9,2008,7,3,1
9221,Venetica,2010,5,233,4
9222,Disney's Kim Possible: Kimmunicator,2005,4,32,2
9223,James Bond 007: Legends,2012,20,5,7
9224,Rogue Ops,2003,14,189,9
9225,NBA Hoopz,2001,13,40,1
9226,Rugby 15,2015,6,324,1
9227,MLB 11: The Show,2011,7,4,1
9228,Castrol Honda Superbike Racing,1998,13,29,3
9229,History Civil War: Secret Missions,2008,5,5,7
9230,Army Men: Green Rogue,2001,7,29,9
9231,My Spanish Coach,2008,17,6,6
9232,Chessmaster,2004,14,6,6
9233,Over the Hedge: Hammy Goes Nuts!,2006,4,5,2
9234,Fatal Inertia,2007,5,49,3
9235,Superman: The Man of Steel,2002,14,11,9
9236,Ken to Mahou to Gakuen Mono. 3,2010,17,310,4
9237,Greg Hastings Paintball 2,2010,1,12,7
9238,The Flintstones: Bedrock Bowling,2000,13,6,1
9239,Teenage Mutant Ninja Turtles: Danger of the Ooze,2014,10,5,11
9240,NHL 2003,2002,19,8,1
9241,Chicken Run,2000,13,22,11
9242,Scene It? Bright Lights! Big Screen!,2009,6,20,6
9243,My Baby: First Steps,2009,1,84,8
9244,Pro Baseball Spirits 2015,2015,23,15,9
9245,Shining Force III,1997,24,9,12
9246,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,2011,17,15,1
9247,Tales of the Heroes: Twin Brave,2012,17,26,4
9248,WWE Survivor Series,2004,9,29,10
9249,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,2006,4,9,9
9250,Super Robot Wars BX,2015,10,26,9
9251,Persona 4: Arena,2012,5,72,10
9252,Tomb Raider: Legend,2006,14,22,9
9253,Nagano Winter Olympics '98,1997,13,15,1
9254,Destroy All Humans! Path of the Furon,2008,5,29,9
9255,Winning Post 5,2001,7,49,1
9256,Star Wars: Lethal Alliance,2006,17,6,9
9257,Midnight Mysteries: The Edgar Allan Poe Conspiracy,2010,4,275,11
9258,All Star Cheer Squad 2,2009,1,29,1
9259,Frogger Beyond,2002,19,15,2
9260,RPG Maker II,2002,7,155,4
9261,Resident Evil: Revelations 2,2015,23,13,9
9262,SpongeBob's Surf & Skate Roadtrip,2011,4,29,9
9263,Destruction Derby Arenas,2004,7,4,3
9264,Cabela's Dangerous Hunts 2009,2008,5,5,1
9265,The Unholy War,1998,13,22,12
9266,Chuck E. Cheese's Game Room,2010,4,284,6
9267,Wantame Music Channel: Doko Demo Style,2007,4,13,6
9268,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,2005,9,6,2
9269,Shaman King: Power of Spirit,2004,7,15,11
9270,Eat Lead: The Return of Matt Hazard,2009,6,59,7
9271,Attack on Titan (KOEI),2016,23,49,9
9272,Soccer Tsuku DS: World Challenge 2010,2010,4,9,1
9273,Family Fortunes,2009,1,52,6
9274,Megamind: The Blue Defender,2010,17,29,11
9275,Contra III: The Alien Wars,1992,8,15,7
9276,Dead to Rights: Reckoning,2005,17,8,7
9277,The BIGS 2,2009,6,3,1
9278,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,2011,10,17,4
9279,Amagami,2009,7,155,11
9280,Diablo II,2000,15,325,4
9281,How to Train Your Dragon 2,2014,6,231,11
9282,NBA 08,2007,6,4,1
9283,The Smurfs 2,2013,5,6,2
9284,NeverDead,2012,6,15,7
9285,No Fear Downhill Mountain Biking,1998,13,36,1
9286,Fire ProWrestling,2001,9,130,10
9287,Eternal Poison (JP sales),2008,7,58,4
9288,Mission: Impossible - Operation Surma,2003,14,11,2
9289,Naruto Shippuden: Kizuna Drive,2010,17,26,9
9290,The IdolM@ster: One for All,2014,6,26,6
9291,MX 2002 Featuring Ricky Carmichael,2001,14,29,3
9292,Indianapolis 500 Legends,2007,1,154,3
9293,Romance of the Three Kingdoms IV: Wall of Fire,1995,13,49,12
9294,Illusion of Gaia,1993,8,1,4
9295,Steel Battalion: Heavy Armor,2012,5,13,6
9296,Academy of Champions: Soccer,2009,1,6,1
9297,Mega Man Anniversary Collection,2005,14,13,2
9298,Disney Princess: Enchanting Storybooks,2011,4,29,6
9299,Sally's Salon,2008,4,13,8
9300,The Oregon Trail,2011,10,68,8
9301,Disruptor,1995,13,118,7
9302,NBA Ballers: Chosen One,2008,6,40,1
9303,Lovely Lisa and Friends,2010,4,100,8
9304,Hasbro Family Fun Pack,2015,18,6,6
9305,Shrek Smash n' Crash Racing,2006,19,5,3
9306,Under Night In-Birth,2014,6,132,10
9307,Drakengard 2,2005,7,6,4
9308,Grand Knights History,2011,17,220,4
9309,Harvest Moon DS (jp sales),2005,4,71,8
9310,Summon Night: Twin Age,2007,4,58,4
9311,Sin and Punishment,2000,12,1,7
9312,NBA Jam 2000,1999,12,31,1
9313,Castlevania: Legacy of Darkness,1999,12,15,2
9314,Just Dance: Disney Party,2012,1,6,6
9315,Cabela's Alaskan Adventure,2006,5,5,1
9316,Rango: The Video Game,2011,5,8,9
9317,Shrek Super Party,2002,14,73,6
9318,Sonic Riders,2006,14,9,3
9319,Shimano Xtreme Fishing,2009,1,178,1
9320,The History Channel: Great Battles - Medieval,2010,5,326,12
9321,TRON: Evolution,2010,17,32,9
9322,Rally Fusion: Race of Champions,2002,7,5,3
9323,Barbie and the Three Musketeers,2009,4,5,11
9324,Secret Agent Clank,2008,17,4,2
9325,The House of the Dead,1997,24,9,7
9326,DreamWorks Super Star Kartz,2011,4,5,3
9327,RealSports Volleyball,1981,16,11,1
9328,Heroes of the Pacific,2005,14,36,8
9329,Smart Boy's Gameroom,2007,4,12,6
9330,NightCaster,2002,14,2,9
9331,RollerCoaster Tycoon,2003,14,11,12
9332,FIFA World Cup Germany 2006,2006,19,8,1
9333,Hitman 2: Silent Assassin,2003,19,22,9
9334,MLB 13: The Show,2013,23,4,1
9335,Nicktoons: MLB,2011,5,3,1
9336,Digimon Racing,2004,9,26,3
9337,Ape Escape 3,2005,7,4,2
9338,Green Lantern: Rise of the Manhunters,2011,5,20,9
9339,Crouching Tiger, Hidden Dragon,2003,7,6,9
9340,Last Bronx,1996,24,9,10
9341,Iridion II,2003,9,24,7
9342,Momotaro Douchuuki,1997,24,69,6
9343,Brothers: A Tale of Two Sons,2015,11,12,11
9344,Tom Clancy's Splinter Cell: Double Agent,2006,1,6,9
9345,Whiplash,2003,7,22,3
9346,BlazBlue: Continuum Shift II,2011,17,148,10
9347,Backyard Sports Football: Rookie Rush,2010,1,11,1
9348,Warcraft III: Reign of Chaos,2002,15,24,12
9349,Margot's Word Brain,2008,1,87,5
9350,Spider-Man: Battle for New York,2006,4,5,2
9351,Imagine: Fashion Designer,2011,10,6,8
9352,Pop'n Music Portable,2010,17,15,6
9353,Borderlands: Double Game Add-On Pack,2010,5,3,7
9354,Otogi: Myth of Demons,2002,14,9,9
9355,The Price is Right 2010 Edition,2009,4,6,6
9356,Army Men: Soldiers of Misfortune,2008,1,75,7
9357,Alter Echo,2003,7,29,7
9358,Walt Disney Pictures Presents: The Wild,2006,9,32,2
9359,5 de Harvest Moon,2007,4,80,5
9360,Reader Rabbit Kindergarten,2010,1,327,6
9361,Onechanbara: Bikini Samurai Squad,2006,5,59,9
9362,Metal Max 3,2010,4,155,4
9363,Rock Band Track Pack Volume 1,2008,7,32,6
9364,Puyo Puyo!! 20th Anniversary,2011,10,9,5
9365,Hour of Victory,2007,5,40,7
9366,Namco Soccer Prime Goal,1995,13,4,1
9367,NBA 08,2007,7,4,1
9368,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,2016,6,17,9
9369,Monster Hunter Frontier Online,2010,5,13,4
9370,Green Lantern: Rise of the Manhunters,2011,10,20,9
9371,Shin Megami Tensei: Digital Devil Saga,2004,7,145,4
9372,7 Wonders of the Ancient World,2007,4,328,5
9373,Backyard Baseball '09,2008,4,11,1
9374,Puppies 3D,2011,10,6,6
9375,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,2005,7,9,6
9376,Mystic Ark,1995,8,25,4
9377,Just Cause 2,2010,15,17,9
9378,Ty the Tasmanian Tiger 2: Bush Rescue,2004,9,8,2
9379,Venetica,2010,6,233,4
9380,Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,14,15,9
9381,LEGO Racers 2,2001,7,8,3
9382,Backyard Baseball,2003,19,53,1
9383,Transformers: War for Cybertron -- Decepticons,2010,4,5,9
9384,Overlord: Raising Hell,2008,6,36,9
9385,Sega GT,2000,22,9,3
9386,Fuse (Insomniac),2013,5,8,7
9387,Cabela's Dangerous Hunts 2009,2008,6,57,1
9388,Legends of Wrestling,2002,19,31,10
9389,Space Bust-A-Move,2008,4,17,5
9390,Legend of the Guardians: The Owls of Ga'Hoole,2010,1,20,9
9391,Gunstar Heroes,1992,21,9,7
9392,All-Star Baseball 2004,2003,14,31,1
9393,Tamagotchi no Pichi Pichi Omisecchi,2010,4,26,9
9394,Shining Wind,2007,7,9,4
9395,Brothers in Arms: Double Time,2008,1,6,7
9396,Portal Runner,2001,7,29,2
9397,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,2004,9,1,6
9398,Pro Evolution Soccer 2016,2015,5,15,1
9399,Batman: Arkham Knight,2015,15,20,9
9400,Warriors Orochi 2,2008,7,49,9
9401,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,2005,7,6,2
9402,Need for Speed: ProStreet,2007,4,8,3
9403,Assault: Retribution,1998,13,329,9
9404,Sengoku Basara 3 Utage,2011,1,13,9
9405,Spartan: Total Warrior,2005,14,9,9
9406,Gravity Rush Remastered,2015,11,4,9
9407,Rock Band Track Pack Volume 2,2008,6,32,6
9408,City Crisis,2001,7,3,8
9409,Zapper: One Wicked Cricket!,2002,19,53,2
9410,Star Wars: Clone Wars,2003,14,18,7
9411,Assassination Classroom: Grand Siege on Kuro-sensei,2015,10,26,9
9412,Dynasty Warriors 5 Empires,2006,5,49,9
9413,High Rollers Casino,2004,14,184,6
9414,Advent Rising,2005,14,29,9
9415,Surf Riders,1999,13,6,1
9416,Torino 2006,2006,7,3,1
9417,Nobunaga no Yabou: Ranseiki,2002,7,49,12
9418,Derby Stallion Advance,2002,9,155,1
9419,PBR: Out of the Chute,2008,1,68,1
9420,Monopoly Party,2002,19,53,6
9421,LEGO Batman 2: DC Super Heroes,2013,20,20,9
9422,Thor: God of Thunder,2011,4,9,9
9423,TOCA Race Driver 2: Ultimate Racing Simulator,2004,14,36,3
9424,The Price is Right: Decades,2011,1,6,6
9425,Snood,2001,9,204,5
9426,The Sky Crawlers: Innocent Aces,2008,1,26,8
9427,Avatar: The Last Airbender - Into the Inferno,2008,4,29,11
9428,Fit in Six,2011,6,6,1
9429,Monster Jam: Urban Assault,2008,7,5,3
9430,Ice Age: Dawn of the Dinosaurs,2009,5,5,9
9431,DT Racer,2005,7,165,3
9432,SimAnimals Africa,2009,1,8,8
9433,Deepak Chopra's Leela,2011,5,29,6
9434,Twister Mania,2011,5,12,6
9435,World Cup Golf: Professional Edition,1995,13,330,1
9436,Black Dawn,1996,13,19,8
9437,Soccer Tsuku: Pro Soccer Club o Tsukurou!,2013,6,9,1
9438,428: Fuusa Sareta Shibuya de,2008,1,9,11
9439,Kelly Slater's Pro Surfer,2002,9,5,1
9440,Warriors of Might and Magic,2001,13,29,11
9441,Drome Racers,2002,7,8,3
9442,X-Men: Next Dimension,2002,19,5,10
9443,Impossible Mission,2007,4,158,2
9444,NCIS,2011,6,6,11
9445,Cabela's Dangerous Hunts 2011,2010,4,5,1
9446,Garfield's Fun Fest,2008,4,87,2
9447,7th Dragon 2020-II,2013,17,9,4
9448,Doukyuusei 2,1997,24,245,4
9449,SkullMonkeys,1998,13,331,2
9450,Cloudy With a Chance of Meatballs,2009,1,6,2
9451,Burnout,2002,14,31,3
9452,Zenses: Ocean,2008,4,103,5
9453,Ben 10 Galactic Racing,2011,1,59,3
9454,Teenage Mutant Ninja Turtles: Arcade Attack,2009,4,6,9
9455,Baroque,2007,7,71,4
9456,Left Brain Right Brain 2,2008,4,35,6
9457,Dynasty Warriors: Gundam Reborn,2013,23,26,9
9458,Kidz Sports: Crazy Golf,2008,1,332,1
9459,Little Battlers eXperience: Wars,2013,10,38,12
9460,Victorious: Time to Shine,2011,5,59,9
9461,NBA Ballers: Phenom,2006,14,40,1
9462,Aikatsu! 365 Idol Days,2014,10,26,11
9463,Petz Puppyz & Kittenz,2011,4,6,6
9464,Crash Tag Team Racing,2005,14,24,3
9465,Freedom Fighters,2003,19,8,7
9466,The Stronghold Collection,2009,15,3,12
9467,Operation Abyss: New Tokyo Legacy,2014,23,132,4
9468,Transformer: Rise of the Dark Spark,2014,6,5,9
9469,Mega Man X Collection,2006,19,13,6
9470,Detana TwinBee Yahho! Deluxe Pack,1995,24,15,7
9471,Dragon Ball: Origins,2008,4,11,9
9472,Last Ranker,2010,17,13,4
9473,Quantum Redshift,2002,14,2,3
9474,Smash Court Tennis Pro Tournament 2,2004,7,4,1
9475,Eat Lead: The Return of Matt Hazard,2009,5,59,7
9476,Battleborn,2016,18,3,7
9477,Legends of Wrestling II,2002,14,31,10
9478,Power Pro Kun Pocket 13,2010,4,15,1
9479,Armed and Dangerous,2003,14,18,7
9480,Jurassic: The Hunted,2009,5,5,7
9481,11s to Go!,2008,17,202,4
9482,Conduit 2,2011,1,9,7
9483,Supremacy MMA,2011,6,12,10
9484,World Soccer Winning Eleven 2002,2002,13,15,1
9485,Geometry Wars: Galaxies,2007,1,24,7
9486,Actua Tennis,1997,13,264,1
9487,Horse Life,2007,4,292,8
9488,Monster Truck Madness,2003,9,29,3
9489,Sonic Jam,1997,24,9,2
9490,Puella Magi Madoka Magica Portable,2012,17,26,4
9491,Ninja Reflex,2008,1,8,9
9492,Peter Jacobsen's Golden Tee Golf,2000,13,53,1
9493,Calling,2009,1,15,11
9494,Marvel Avengers: Battle for Earth,2012,20,6,9
9495,Disney's Atlantis: The Lost Empire,2001,9,29,2
9496,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,1998,24,9,1
9497,Where the Wild Things Are,2009,1,20,2
9498,High Velocity: Mountain Racing Challenge,1995,24,72,3
9499,NHL 2K7,2006,6,3,1
9500,Resident Evil,2006,6,13,9
9501,Capcom vs. SNK 2: Millionaire Fighting 2001,2001,22,13,10
9502,Criticom,1996,13,306,10
9503,SCORE International Baja 1000: The Official Game,2008,5,5,3
9504,Disney Sing It: Party Hits,2010,6,32,6
9505,Sleeping Dogs,2012,15,17,9
9506,Mega Man X: Command Mission,2004,19,13,4
9507,Diner Dash: Sizzle & Serve,2007,17,22,5
9508,After Hours Athletes,2011,6,4,1
9509,Lego Star Wars: The Force Awakens,2016,6,20,9
9510,Worms 3D,2003,7,9,12
9511,Clock Tower: The First Fear,1997,13,190,11
9512,Kidou Senshi Gundam Seed Battle Destiny,2012,23,26,9
9513,Godzilla Unleashed: Double Smash,2007,4,11,9
9514,Star Trek: Conquest,2007,1,7,12
9515,Kilari: Na-san, Mon Meilleur Ami,2006,4,15,8
9516,Strikers 1945,1998,13,162,7
9517,Ochaken no Heya DS,2006,4,333,8
9518,Obscure: The Aftermath,2008,1,286,9
9519,Galidor: Defenders of the Outer Dimension,2002,9,8,9
9520,Tom Clancy's Splinter Cell Trilogy,2011,6,6,9
9521,Fire ProWrestling S: 6Men Scramble,1996,24,190,10
9522,Blackwater,2011,5,12,7
9523,Pryzm Chapter One: The Dark Unicorn,2002,7,73,11
9524,Gundam Battle Royale,2006,17,26,9
9525,Solitaire & Mahjong,2009,1,68,5
9526,Zen-Nippon Pro Wrestling: Ouja no Kon,1999,13,190,10
9527,NASCAR 2005: Chase for the Cup,2004,19,8,3
9528,Homefront: The Revolution,2016,18,42,7
9529,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi,2008,7,59,6
9530,Guilty Gear X,2001,7,101,10
9531,Deadliest Catch: Sea of Chaos,2010,1,68,1
9532,One Piece: Pirate Warriors 2,2013,23,26,9
9533,NHL 2002,2002,9,8,1
9534,Disney's PK: Out of the Shadows,2002,7,6,2
9535,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,2010,4,26,4
9536,Karaoke Revolution,2009,5,15,6
9537,Echo Night,1998,13,228,11
9538,Are You Smarter than a 5th Grader? Game Time,2009,5,29,5
9539,Rocket League,2016,18,12,1
9540,Wild ARMs 5 (jp sales),2006,7,12,4
9541,Tom Clancy's Splinter Cell: Blacklist,2013,20,6,9
9542,Gladiator Begins,2010,17,148,9
9543,Colony Wars III: Red Sun,2000,13,88,8
9544,Magic: The Gathering - Battlemage,1997,13,31,12
9545,The King of Fighters '94,1994,27,244,10
9546,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,2008,4,49,11
9547,5 Quest 2,2010,4,59,5
9548,All Kamen Rider: Rider Generation,2011,4,26,9
9549,The King of Fighters '98 Ultimate Match,2008,7,151,10
9550,Onechanbara: Bikini Zombie Slayers,2008,1,59,9
9551,5 Quest: Challenge of the Warlords,2007,7,59,5
9552,Angry Birds Star Wars,2013,23,5,12
9553,Guardian's Crusade,1998,13,5,4
9554,Undead Knights,2009,17,116,9
9555,Final Fantasy XIV: Heavensward,2015,11,17,9
9556,Lemony Snicket's A Series of Unfortunate Events,2004,14,5,2
9557,MotoGP 3 - Official Game of MotoGP,2003,7,26,3
9558,Makai Kingdom: Chronicles of the Sacred Tome,2005,7,49,4
9559,The Ant Bully,2006,19,40,2
9560,M&M's Kart Racing,2008,4,87,3
9561,Bomberman Party Edition,1998,13,19,5
9562,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,2014,10,26,6
9563,Dragon Ball Z: Battle of Z,2014,23,26,10
9564,Eyeshield 21: Max Devil Power,2006,4,1,4
9565,Summon Night 3,2012,17,26,4
9566,O.D.T.: Escape... Or Die Trying,1997,13,88,11
9567,Madden NFL 06,2005,4,8,1
9568,Escape The Museum,2009,1,35,11
9569,Fuse (Insomniac),2013,6,8,7
9570,Lunar: Dragon Song,2005,4,71,4
9571,Break 'Em All,2005,4,59,5
9572,WWE SmackDown vs Raw 2008,2007,4,29,10
9573,MotoGP 14,2014,6,257,3
9574,Cars 2,2011,17,32,3
9575,Major League Baseball 2K8 Fantasy All-Stars,2008,4,3,1
9576,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,2007,17,26,7
9577,San Goku Shi V,1996,24,49,12
9578,5 Kingdoms,2009,1,87,5
9579,The Lord of the Rings: Aragorn's Quest,2010,4,20,9
9580,WRC 5: FIA World Rally Championship,2015,6,324,1
9581,Red Faction II,2003,14,29,7
9582,Daikaijyuu Monogatari II,1996,8,69,4
9583,Rock Band Track Pack Volume 2,2008,7,32,6
9584,Voodoo Vince,2003,14,2,2
9585,Bodycount,2011,6,36,7
9586,Gundam Memories: Tatakai no Kioku,2011,17,26,9
9587,Megamind: Ultimate Showdown,2010,5,29,9
9588,Kaijuu Busters,2009,4,26,9
9589,Neopets Petpet Adventures: The Wand of Wishing,2006,17,4,11
9590,Ferrari Challenge Trofeo Pirelli,2008,7,158,3
9591,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,1995,24,9,6
9592,Chase: Hollywood Stunt Driver,2002,14,176,3
9593,The X Files: Resist or Serve,2004,7,24,11
9594,Mobile Suit Gundam Side Story: Missing Link,2014,6,26,9
9595,Curious George,2006,7,26,9
9596,Crush3D,2012,10,9,2
9597,Zathura,2005,7,3,11
9598,Lovely Lisa,2007,4,334,8
9599,Medarot DS: Kabuto / Kuwagata Ver.,2010,4,138,4
9600,Mountain Sports,2009,1,5,1
9601,Tenchu: Shadow Assassins,2009,17,6,9
9602,NPPL: Championship Paintball 2009,2008,5,57,7
9603,Lost Planet 3,2013,5,13,7
9604,Making History: The Great War,2010,17,26,12
9605,Shin Megami Tensei: Devil Survivor 2,2015,10,72,4
9606,The God of War Trilogy,2010,6,4,9
9607,Dance Paradise,2010,5,52,6
9608,Backyard Baseball '10,2009,4,11,1
9609,Blazblue: Continuum Shift Extend,2011,23,148,10
9610,Cel Damage,2001,14,8,3
9611,Go! Sudoku,2005,17,4,5
9612,Alice: Madness Returns,2011,15,8,11
9613,SSX 3,2003,9,8,1
9614,My Chinese Coach,2008,4,6,6
9615,DiRT 2,2009,4,36,3
9616,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,2007,4,26,6
9617,The King of Fighters Collection: The Orochi Saga,2008,1,151,10
